,index,CS Category No.,CS Category One Name,Computer Concepts No.,Parent Category,Computational Concepts,Computer Concept Sub No.,CS Category 3 Lesson,Learning Objective No.,Computational Thinking,Secondary Computational Thinking,Essential Prereq,Voluntary Prereq,Learning Objectives,col1,GCSE,TS,MC,JC,SC,Primary Stage,col2,col3,National Curriculum KS1,National Curriculum KS2,National Curriculum KS3,National Curriculum KS4,AS Level,A Level,Essential Preequisites,Voluntary Prerequisites,Recommended Key Stage Content No.,Recommended Key Stage Content (Text),Python Course,Level Assessment Qs.,Column21,Column22,Column23,Column24,uid,Essential Prereq uid,Voluntary Prereq uid
704,704,CT1,Computer Theory,CT1_38,Data Representation,Fundamentals of data representation,CT1_38_5,Representing sound,CT1_38_5_8,Data Representation,,"CT1_38_5_6,CT1_38_5_3",,Calculate the file size of a sound file if its ‘bit rate’ and ‘sample rate’ are known.,,GCSE7,,,,,,,,,,,,,,,,,,,,,,,,9a4de1ac-2821-4df8-b095-d2be0c29ad26,"86c52e97-6480-47cb-9e48-70d1a03930ac,0c760bb3-c331-4a98-85e9-4e5867b69e6a",
705,705,CT1,Computer Theory,CT1_38,Data Representation,Fundamentals of data representation,CT1_38_6,Character encoding,CT1_38_6_1,Abstraction,,CT1_1_3_1,,Explain what a character set is,,GCSE10,,,,,,,,,,,,,,,,,,,,,,,,91a8d9c4-2cd6-4a85-8cf0-bb02c2c7f288,f6f8c334-19aa-4bcc-9056-01dad8211e10,
706,706,CT1,Computer Theory,CT1_38,Data Representation,Fundamentals of data representation,CT1_38_6,Character encoding,CT1_38_6_2,Data Representation,,"CT1_38_6_1,CT1_38_6_3",,Explain the limitations with the ASCII character set.,,GCSE10,,,,,,,,,,,,,,,,,,,,,,,,74ec2ca8-086a-4635-aa40-40b05509cbd6,"91a8d9c4-2cd6-4a85-8cf0-bb02c2c7f288,80d94d94-408d-4171-9a39-60a2f4250005",
707,707,CT1,Computer Theory,CT1_38,Data Representation,Fundamentals of data representation,CT1_38_6,Character encoding,CT1_38_6_3,Data Representation,,CT1_38_1_1,,Describe the 7-bit ASCII character encoding method,,GCSE10,,,,,,,,,,,,,,,,,,,,,,,,80d94d94-408d-4171-9a39-60a2f4250005,7de56ad5-c177-4278-9020-8079f7b96779,
708,708,CT1,Computer Theory,CT1_38,Data Representation,Fundamentals of data representation,CT1_38_6,Character encoding,CT1_38_6_4,Data Representation,,CT1_38_6_1,,Describe the Unicode character encoding method,,GCSE10,,,,,,,,,,,,,,,,,,,,,,,,6f0e162f-cb09-4269-9e5a-8c0267323abd,91a8d9c4-2cd6-4a85-8cf0-bb02c2c7f288,
709,709,CT1,Computer Theory,CT1_38,Data Representation,Fundamentals of data representation,CT1_38_6,Character encoding,CT1_38_6_5,Data Representation,,CT1_38_6_4,,Explain that character codes are commonly grouped and run in sequence within encoding tables.,,GCSE10,,,,,,,,,,,,,,,,,,,,,,,,ff33808b-8bde-4e4f-87c5-1200c1c2ff32,6f0e162f-cb09-4269-9e5a-8c0267323abd,
710,710,CT1,Computer Theory,CT1_38,Data Representation,Fundamentals of data representation,CT1_38_6,Character encoding,CT1_38_6_6,Abstraction,,CT1_38_6_4,,Describe the purpose of Unicode,,GCSE10,,,,,,,,,,,,,,,,,,,,,,,,86e15448-0179-4985-a719-daf1274759eb,6f0e162f-cb09-4269-9e5a-8c0267323abd,
711,711,CT1,Computer Theory,CT1_38,Data Representation,Fundamentals of data representation,CT1_38_6,Character encoding,CT1_38_6_7,Data Representation,,"CT1_38_6_1,CT1_38_6_3,CT1_38_6_6",,Explain the advantages of Unicode over ASCII.,,GCSE10,,,,,,,,,,,,,,,,,,,,,,,,0cb8b730-8007-44f4-9b75-955922661f16,"91a8d9c4-2cd6-4a85-8cf0-bb02c2c7f288,80d94d94-408d-4171-9a39-60a2f4250005,86e15448-0179-4985-a719-daf1274759eb",
712,712,CT1,Computer Theory,CT1_38,Data Representation,Fundamentals of data representation,CT1_38_6,Character encoding,CT1_38_6_8,Data Representation,,"CT1_38_6_1,CT1_38_6_3,CT1_38_6_6",,Identify Unicode uses the same codes as ASCII up to 127.,,GCSE10,,,,,,,,,,,,,,,,,,,,,,,,6c9ec85e-e332-4bfc-9ffb-4c421e0e3741,"91a8d9c4-2cd6-4a85-8cf0-bb02c2c7f288,80d94d94-408d-4171-9a39-60a2f4250005,86e15448-0179-4985-a719-daf1274759eb",
713,713,CT1,Computer Theory,CT1_38,Data Representation,Fundamentals of data representation,CT1_38_6,Character encoding,CT1_38_6_9,Data Representation,,"CT1_38_1_2,CKT1_1_2_4",,Identify that all data must eventually be translated into 1 and 0's (Binary),,,TS3.9,,,,,,,,,,,,,,,,,,,,,,,6351a369-e405-441e-898f-960fc9177162,"d7d26363-0daf-4a84-8e88-f24c78b2447a,9449dd3f-e4c4-416d-b16e-7b53a7b38793",
714,714,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_1,Representing Algorithms,CT1_39_1_1,Abstraction,,0,,Explain the purpose of an input.,,GCSE22,,,,,,,,,,,,,,,,,,,,,,,,a58f7af1-53e3-426a-91b1-84a21a7a98a7,,
715,715,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_1,Representing Algorithms,CT1_39_1_2,Abstraction,,0,,Explain the purpose of an output.,,GCSE22,,,,,,,,,,,,,,,,,,,,,,,,3f2a38e6-f6cf-49e7-81a0-390b7ec9894b,,
716,716,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_1,Representing Algorithms,CT1_39_1_3,Algorithms,,"CT1_39_1_1,CT1_39_1_2",,Reproduce assigning an input and using it as an output,,GCSE22,,,,,,,,,,,,,,,,,,,,,,,,3345884d-39a4-4d84-9aba-dcdd97da69b5,"a58f7af1-53e3-426a-91b1-84a21a7a98a7,3f2a38e6-f6cf-49e7-81a0-390b7ec9894b",
717,717,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_1,Representing Algorithms,CT1_39_1_4,Algorithms,,CT1_3_2_1,,Explain the term algorithm.,,GCSE30,,,,,,,,,,,,,,,,,,,,,,,,4b451bf7-1547-4690-8f26-04b3b2ccc7a5,a74b8016-0aee-4029-a1f8-a1a523846ea9,
718,718,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_1,Representing Algorithms,CT1_39_1_5,Decomposition,,CT1_24_1_1,,Explain the term decomposition.,,GCSE30,,,JC1.7,,,,,,,,,,,,,,,,,,,,,ff0e0ff0-a529-4cfb-85d4-f3a2150b81e6,397f8d73-6183-4b1a-8723-35e52734c66d,
719,719,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_1,Representing Algorithms,CT1_39_1_7,Decomposition,,CT1_39_1_4,,Use a systematic approach to problem solving and algorithm creation,,GCSE48,,,,,,,,,,,,,,,,,,,,,,,,8207584e-5b9f-46dd-bf13-4bd2386f0a1c,4b451bf7-1547-4690-8f26-04b3b2ccc7a5,
720,720,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_1,Representing Algorithms,CT1_39_1_8,Algorithms,,"CT1_2_1_2,CT1_39_1_4,CT1_39_1_14",,Represent algorithms using pseudo-code.  Interpret pseudo-code algorithms.,,GCSE48,,,,,,,,,,,,,,,,,,,,,,,,59a445ce-d148-4bb6-8dcf-a377fd05f637,"abb68744-eed8-4b1c-9a74-3d8f9df7c6b6,4b451bf7-1547-4690-8f26-04b3b2ccc7a5,d017da94-2609-430c-b486-0f60c0b51912",
721,721,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_1,Representing Algorithms,CT1_39_1_10,Algorithms,,CT1_39_1_15,,Use trace tables to determine how algorithms work and what their purpose is.,,GCSE48,,,,,,,,,,,,,,,,,,,,,,,,d876b96c-b637-45cc-b18e-def17ece327e,a99026b5-133f-4fd9-8dfc-02aa1714fbfc,
722,722,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_1,Representing Algorithms,CT1_39_1_11,Algorithms,,"CT1_39_1_1,CT1_39_1_2,CT1_39_1_4",,"Explain simple algorithms in terms of their inputs, processing and outputs.",,GCSE47,,,,,,,,,,,,,,,,,,,,,,,,2657f3bc-a2ba-43f4-ac41-42a427f3c74c,"a58f7af1-53e3-426a-91b1-84a21a7a98a7,3f2a38e6-f6cf-49e7-81a0-390b7ec9894b,4b451bf7-1547-4690-8f26-04b3b2ccc7a5",
723,723,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_1,Representing Algorithms,CT1_39_1_12,Algorithms,,"CT1_39_1_8,CT1_6_2_2",,Representing selection algorithms using pseudo-code.,,GCSE39,,,,,,,,,,,,,,,,,,,,,,,,ed7358b3-9a04-4551-a1c2-0aa02547c393,"59a445ce-d148-4bb6-8dcf-a377fd05f637,00d2988c-300b-4712-b4a3-1ce6acd66379",
724,724,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_1,Representing Algorithms,CT1_39_1_13,Algorithms,,"CT1_36_1_4,CT1_6_2_2",,Representing selection algorithms using flowcharts.,,GCSE39,,,,,,,,,,,,,,,,,,,,,,,,9b8dc86b-e9b9-4e02-b020-ceb7d7b87619,"269375cd-d3ca-49e1-9794-ea95c8fb505a,00d2988c-300b-4712-b4a3-1ce6acd66379",
725,725,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_1,Representing Algorithms,CT1_39_1_14,Algorithms,,0,,Explain the term Pseudocode,,GCSE39,,,,,,,,,,,,,,,,,,,,,,,,d017da94-2609-430c-b486-0f60c0b51912,,
726,726,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_1,Representing Algorithms,CT1_39_1_15,Algorithms,,CT1_39_1_4,,Explain and demonstrate a truth table,,GCSE39,,,,,,,,,,,,,,,,,,,,,,,,a99026b5-133f-4fd9-8dfc-02aa1714fbfc,4b451bf7-1547-4690-8f26-04b3b2ccc7a5,
727,727,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_2,Searching Algorithms,CT1_39_2_2,Algorithms,,"CT1_19_4_4,CT1_19_3_3",,Compare and contrast linear and binary search algorithms.,,GCSE39,,,,,,,,,,,,,,,,,,,,,,,,0c083bb5-2110-46d4-b040-6f0a41043229,"0bb7a6f9-8ebb-4ec5-8111-651dd415ec37,1a220b2f-35d9-4341-9077-26ff98469fda",
728,728,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_3,Sorting Algorithms,CT1_39_3_3,Algorithms,,"CT1_39_1_14,CT1_18_3_4",,Illustrate in pseudocode how to create a bubble sort algorithm.,,GCSE35,TS5.9,,JC3.8,,,,,,,,,,,,,,,,,,,,,1dfa5507-e809-4000-a44b-b1e3f121a8e8,"d017da94-2609-430c-b486-0f60c0b51912,410de8c1-73c2-47fd-bfa4-37624341f7b6",
729,729,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_3,Sorting Algorithms,CT1_39_3_4,Algorithms,,CT1_18_5_1,,Explain how the ‘Merge Sort’ algorithm works.,,GCSE34,TS5.9,,JC3.8,,,,,,,,,,,,,,,,,,,,,60167e8c-991e-4539-845e-96b061bf5f94,45826738-dcae-4d9e-b7e3-42aff496ba08,
730,730,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_3,Sorting Algorithms,CT1_39_3_5,Algorithms,,CT1_39_3_4,,Illustrate the steps to sort a set of data with merge sort.,,GCSE34,TS5.9,,JC3.8,,,,,,,,,,,,,,,,,,,,,92fbf0c8-d090-4654-97dc-c14ca53db50e,60167e8c-991e-4539-845e-96b061bf5f94,
731,731,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_3,Sorting Algorithms,CT1_39_3_6,Algorithms,,CT1_39_3_5,,Read/trace the merge sort algorithm.,,GCSE34,,,JC3.8,,,,,,,,,,,,,,,,,,,,,78a373c7-55d3-4eae-a7ec-49b141b7ea18,92fbf0c8-d090-4654-97dc-c14ca53db50e,
732,732,CT1,Computer Theory,CT1_39,Algorithms,Fundamentals of Algorithms,CT1_39_3,Sorting Algorithms,CT1_39_3_7,Algorithms,,"CT1_18_5_4,CT1_18_3_7",,Compare and contrast merge sort and bubble sort algorithms.,,GCSE34,,,JC3.8,,,,,,,,,,,,,,,,,,,,,337a51cc-574b-491d-aa9c-0aefbc1ae913,"43227c3a-bea8-4fcb-960d-b558c771a290,588f5489-3934-44d3-b1fc-9ef3232ee918",
733,733,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_1,Abstraction,,CT1_9_1_5,,Explain the purpose of a function in programming,,GCSE24,,,,,,,,,,,,,,,,,,,,,,,,99fe748a-274b-488b-adde-e66c94b44f8b,fa8c423f-6986-40e0-8e44-801e19d1a930,
734,734,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_3,Data Representation,,"CT1_9_1_8,CT1_9_3_15",,Describe the use of parameters to pass data within programs.,,GCSE24,,,,,,,,,,,,,,,,,,,,,,,,94e9adb9-8e9f-4224-bfbe-27f1dd85691e,"4e30f198-bd29-4864-9812-695b23c6d105,4bfd9e3f-bf05-4752-a794-c5d9038374e4",
735,735,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_4,Algorithms,,CT1_40_1_3,,Use subroutines that require more than one parameter.,,GCSE24,,,,,,,,,,,,,,,,,,,,,,,,3f5bfd5d-2bc3-4769-864a-b402072c7515,94e9adb9-8e9f-4224-bfbe-27f1dd85691e,
736,736,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_5,Data Representation,,CT1_40_1_3,,Describe how data is passed to a subroutine using parameters,,GCSE24,,,,,,,,,,,,,,,,,,,,,,,,db0db460-f517-46e0-9ee0-e78762f519ba,94e9adb9-8e9f-4224-bfbe-27f1dd85691e,
737,737,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_6,Abstraction,,"CT1_40_1_19,CT1_9_1_9,CT1_9_1_4",,Explain the difference between functions and procedures.,,GCSE27,,,,,,,,,,,,,,,,,,,,,,,,75cc0f56-a961-47d6-984f-9cc8f93b0461,"2792c4e3-b182-493b-b78d-177bd169d906,a2170c8f-76e6-4c95-92f5-3163d7f9b3c6,cf9760d8-615f-4156-a805-2d394f45b373",
738,738,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_7,Decomposition,,"CT1_39_1_14,CT1_9_1_3",,Create and breakdown a function or procedure in programming.,,GCSE27,,,,,,,,,,,,,,,,,,,,,,,,89ea46e4-5b90-4844-b8b3-6c68e769a82e,"d017da94-2609-430c-b486-0f60c0b51912,08e8d27b-c53f-4d12-97cf-d23c2ebde0f6",
739,739,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_8,Abstraction,,CT1_10_2_3,,Explain the purpose of a definite (count-controlled) loop (FOR).,,GCSE25,,MC1.3,,,,,,,,,,,,,,,,,,,,,,1fb5473d-d224-4583-b016-fe0864d4d4e3,5e241ab3-2816-4d3d-b719-a2ce1c0eec54,
740,740,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_9,Algorithms,,CT1_8_1_3,,Use a definite loop with count-controlled conditions.,,GCSE25,,MC1.3,,,,,,,,,,,,,,,,,,,,,,1c8d7c8b-b15b-410e-80fe-eacab5672254,1568ec89-2ff2-4812-a512-bb102855b260,
741,741,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_10,Algorithms,,"CT1_9_3_4,CT1_10_2_5,CT1_8_1_2",,Use the range function when combined with a loop.,,GCSE25,,,JC1.3,,,,,,,,,,,,,,,,,,,,,be8a5679-cf14-47d4-8163-70090c8ada39,"603e63d4-7bdf-4f28-a083-b99826796c39,bea2455a-bd95-4d37-baf2-eb22173247cf,d8c50445-6732-4f28-a173-4875ea23be46",
742,742,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_11,Algorithms,,"CT1_40_1_9,CT1_40_1_29",,Use and create nested iteration structures with definite loops,,GCSE25,,,JC4.2,,,,,,,,,,,,,,,,,,,,,55c5e357-43b9-4815-a731-82b09c4ec448,"1c8d7c8b-b15b-410e-80fe-eacab5672254,a391db3f-3071-4e17-9d64-da3fea0f0bfc",
743,743,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_12,Abstraction,,CT1_8_1_3,,Explain the purpose of a indefinite (condition-controlled) loop (WHILE).,,GCSE26,,MC1.4,,,,,,,,,,,,,,,,,,,,,,a4af4b0d-0877-49d2-8c47-46da7f25f9a7,1568ec89-2ff2-4812-a512-bb102855b260,
744,744,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_13,Algorithms,,CT1_8_1_3,,Use a indefinite loop with condition-controlled conditions.,,GCSE26,,MC1.4,,,,,,,,,,,,,,,,,,,,,,eb526f96-9b31-4b44-bdfc-e634a5e9d316,1568ec89-2ff2-4812-a512-bb102855b260,
745,745,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_16,Algorithms,,"CT1_8_1_3,CT1_10_2_5,CT1_5_1_1,CT1_4_2_13,CT1_4_2_12,CT1_4_2_11,CT1_4_2_10,CT1_4_2_9",,Use of the operators when combined with an indefinite and definite loop,,GCSE25,,MC1.4,,,,,,,,,,,,,,,,,,,,,,b5a733fc-0b4c-471a-853e-1b6a7fe89315,"1568ec89-2ff2-4812-a512-bb102855b260,bea2455a-bd95-4d37-baf2-eb22173247cf,34d61c85-b105-476b-861e-5dcf7bc0b5aa,3f491392-13ad-4a95-b82d-2b0c0b080751,cff090e3-c2c9-4a0a-8f15-dd67af29e629,5154641b-8f68-45d4-804b-bf9832d556f6,816e0874-2ebf-40a0-9034-27e70f5a14a2,23698c67-c2e6-45de-aba4-c36db66f0c04",
746,746,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_17,Algorithms,,"CT1_40_1_12,CT1_11_1_1",,Use of the Strings when combined with an indefinite loop,,GCSE26,,MC1.3,,,,,,,,,,,,,,,,,,,,,,fb519ad1-f2de-42a5-99ad-10e9b3335d85,"a4af4b0d-0877-49d2-8c47-46da7f25f9a7,d51e4396-5ab8-4685-b733-8855ee34b480",
747,747,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_18,Algorithms,,"CT1_40_1_19,CT1_9_1_5",,Create a subroutine (procedure/function).,,GCSE27,,,,,,,,,,,,,,,,,,,,,,,,e4900f13-6375-4f1a-8bc0-ea9a01d1d57d,"2792c4e3-b182-493b-b78d-177bd169d906,fa8c423f-6986-40e0-8e44-801e19d1a930",
748,748,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_19,Abstraction,,CT1_9_1_5,,To explain a procedure.,,GCSE27,,,,,,,,,,,,,,,,,,,,,,,,2792c4e3-b182-493b-b78d-177bd169d906,fa8c423f-6986-40e0-8e44-801e19d1a930,
749,749,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_20,Abstraction,,"CT1_40_1_19,CT1_9_1_5",,Describe the difference between functions and procedures.,,GCSE27,,,,,,,,,,,,,,,,,,,,,,,,c3b7dc2c-af9c-4c31-a643-0b97f74a00f9,"2792c4e3-b182-493b-b78d-177bd169d906,fa8c423f-6986-40e0-8e44-801e19d1a930",
750,750,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_21,Decomposition,,"CT1_24_1_1,CT1_40_1_19",,Have the ability to create and breakdown a procedure.,,GCSE27,,,,,,,,,,,,,,,,,,,,,,,,360a3c49-7381-42d6-b684-3647a4400eb7,"397f8d73-6183-4b1a-8723-35e52734c66d,2792c4e3-b182-493b-b78d-177bd169d906",
751,751,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_22,Algorithms,,"CT1_3_1_1,CT1_6_2_5",,"Demonstrate and explain how the following statement types can be combined in programs: sequence, iteration,and selection",,GCSE27,,,,,,,,,,,,,,,,,,,,,,,,f5443344-bd32-495f-a0d3-70dc09ccc831,"d45eb7ec-be4f-41ce-a16e-3d40f7bcffec,f6afcf9a-9354-462c-babb-ca8617d9adb9",
752,752,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_23,Abstraction,,CT1_6_2_5,,Describe the program construct selection,,GCSE17,,,,,,,,,,,,,,,,,,,,,,,,b3508cc0-c828-4841-b93e-4c6707ee4264,f6afcf9a-9354-462c-babb-ca8617d9adb9,
753,753,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_24,Algorithms,,CT1_40_1_23,,Use and create alogrithms using selection,,GCSE17,,,,,,,,,,,,,,,,,,,,,,,,56bfe60e-b76d-4ab6-b9b6-e36c70c749ee,b3508cc0-c828-4841-b93e-4c6707ee4264,
754,754,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_26,Pattern Recognition,,"CT1_11_1_1,CT1_2_7_3,CT1_2_6_3,CT1_2_8_3,CT1_2_3_3,CT1_2_2_1,CT1_9_1_8,CT1_8_1_2,CT1_10_2_5,CT1_6_2_5",,Identify common programming concept within a block of code,,GCSE41,,,JC3.6,,,,,,,,,,,,,,,,,,,,,879300c8-d0e9-40cf-8cd4-aca256378c6f,"d51e4396-5ab8-4685-b733-8855ee34b480,3402230e-089f-4a5c-bdeb-4b02d430f81c,56a5adfa-07bb-43cd-b979-ddc693b186cf,6b1c50df-8da2-48d9-b307-dab4eca763fc,eacd0b12-27a4-40ba-adc1-ed797601ea02,bbab340c-c653-49ee-b577-e4e651f66557,4e30f198-bd29-4864-9812-695b23c6d105,d8c50445-6732-4f28-a173-4875ea23be46,bea2455a-bd95-4d37-baf2-eb22173247cf,f6afcf9a-9354-462c-babb-ca8617d9adb9",
755,755,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_27,Pattern Recognition,,"CT1_33_2_2,CT1_9_1_7",,Identify the correct structural flow of a program,,GCSE41,,,,,,,,,,,,,,,,,,,,,,,,59f9d801-3a53-4110-b16b-678170a97e8e,"87b153f4-77d4-435e-beaf-bf3997e2a886,4a52ace4-7bbe-4d28-9ac2-8b98b4833fd8",
756,756,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_28,Pattern Recognition,,CT1_3_1_1,,Be able to a idenitify recurring pattern,,GCSE30,TS1.7,MC1.4,,,,,,,,,,,,,,,,,,,,,,db243242-06f2-42e3-80af-23d12d730f39,d45eb7ec-be4f-41ce-a16e-3d40f7bcffec,
757,757,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_1,Programming Concepts,CT1_40_1_29,Abstraction,,0,,Explain the concept of a nested element,,,,,,,,,,,,,,,,,,,,,,,,,,a391db3f-3071-4e17-9d64-da3fea0f0bfc,,
758,758,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_2,Subrountines (procedures and functions),CT1_40_2_4,Abstraction,,CT1_13_1_2,,Explain the purpose of modules.,,GCSE29,,,,,,,,,,,,,,,,,,,,,,,,a099b6dc-d288-4643-ad97-dcfc6213b387,2bc0c800-9866-48ab-91ec-2ba64b40bc4e,
759,759,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_2,Subrountines (procedures and functions),CT1_40_2_5,Abstraction,,CT1_40_2_4,,Describe when a module should be created.,,GCSE29,,,,,,,,,,,,,,,,,,,,,,,,be475707-4c25-4550-ab0b-cdd5db0aee42,a099b6dc-d288-4643-ad97-dcfc6213b387,
760,760,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_2,Subrountines (procedures and functions),CT1_40_2_6,Algorithms,,CT1_13_1_5,,Reproduce the importing and use of a module,,GCSE29,,,,,,,,,,,,,,,,,,,,,,,,9f39cf18-1954-411b-beb5-36d960eb4032,a8afc55d-5b33-4b2c-b0b1-4f0b33ab99d9,
761,761,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_2,Subrountines (procedures and functions),CT1_40_2_7,Abstraction,,0,,Describe the concept of subroutines.,,GCSE24,,,,,,,,,,,,,,,,,,,,,,,,3f2a3a74-71ed-4664-aaed-3aa40fe54403,,
762,762,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_2,Subrountines (procedures and functions),CT1_40_2_8,Abstraction,,CT1_40_2_7,,Explain the advantages of using subroutines in programs.,,GCSE24,,,,,,,,,,,,,,,,,,,,,,,,6a7ee9db-dda8-4d48-8dc8-488411b3a70c,3f2a3a74-71ed-4664-aaed-3aa40fe54403,
763,763,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_2,Subrountines (procedures and functions),CT1_40_2_9,Data Representation,,"CT1_40_2_8,CT1_40_1_3",,Describe the use of parameters to pass data within programs.,,GCSE24,,,,,,,,,,,,,,,,,,,,,,,,f570640c-d204-4538-bde1-ce09d1dbb58f,"6a7ee9db-dda8-4d48-8dc8-488411b3a70c,94e9adb9-8e9f-4224-bfbe-27f1dd85691e",
764,764,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_2,Subrountines (procedures and functions),CT1_40_2_10,Algorithms,,CT1_40_2_9,,Use subroutines that return values to the calling routine.,,GCSE24,,,,,,,,,,,,,,,,,,,,,,,,daec2c3c-6bc3-4515-854e-19e0d0a0ad6d,f570640c-d204-4538-bde1-ce09d1dbb58f,
765,765,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_3,Arithmetic operations in a programming language,CT1_40_3_1,Data Representation,,"CT1_4_1_12,CT1_4_2_1",,Illustrate modulus division and quotient division.,,GCSE28,,,,,,,,,,,,,,,,,,,,,,,,c795c523-9a91-4bc4-b071-99fc6104bbf1,"1aee6aec-8677-4445-8fad-daf841d199e4,3b873fd3-c466-4023-a4b0-2325db7e6a6c",
766,766,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_3,Arithmetic operations in a programming language,CT1_40_3_2,Data Representation,,"CT1_39_1_4,CT1_40_3_1,CT1_4_2_1,CT1_4_1_7,CT1_4_1_8,CT1_4_1_9,CT1_4_1_10,CT1_4_1_11,CT1_4_1_12",,Use arithmetic operators within their own programs,,GCSE28,,,,,,,,,,,,,,,,,,,,,,,,37ec710d-50f8-4237-9f46-d2a9e30e55d0,"4b451bf7-1547-4690-8f26-04b3b2ccc7a5,c795c523-9a91-4bc4-b071-99fc6104bbf1,3b873fd3-c466-4023-a4b0-2325db7e6a6c,2143c76d-5c2e-407f-9c0b-8329c71c4edb,7056da82-8e68-476c-8906-fa5385971919,d58d632f-0f4b-4684-bd8c-4ae9e328d74b,4a4f47a1-81aa-4788-9ff2-3f9956a9153f,a8e67376-3f35-46b2-bb0a-09e17540f98f,1aee6aec-8677-4445-8fad-daf841d199e4",
